indicator_name,label,module,data_variable,variable_type,numerator_rule,denominator_rule,missing_rule,domain_variable,domain_value,dimensions,statistic_type,target_category,ci_method,ci_methods_by_dimension,department_categories,source_spss,sql_definition,source_reference_file,source_reference_sha256,source_dictionary_pdf,status
C3P233_3_1,C3P233_3_1,3.1 Características y percepciones,C3P233_3_1,binary_materialized,C3P233_3_1 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P240,C3P240,3.6 Búsqueda de ayuda,C3P240,categorical_target,C3P240 == 4,dom_no_recibio_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_no_recibio_escuela,1,Nacional,prevalence,4,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_1,C3P242_1,3.6 Búsqueda de ayuda,C3P242_1,categorical_target,C3P242_1 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_10,C3P242_10,3.6 Búsqueda de ayuda,C3P242_10,categorical_target,C3P242_10 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,wald,Nacional=>wald,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_11,C3P242_11,3.6 Búsqueda de ayuda,C3P242_11,categorical_target,C3P242_11 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_12,C3P242_12,3.6 Búsqueda de ayuda,C3P242_12,categorical_target,C3P242_12 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_2,C3P242_2,3.6 Búsqueda de ayuda,C3P242_2,categorical_target,C3P242_2 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_3,C3P242_3,3.6 Búsqueda de ayuda,C3P242_3,categorical_target,C3P242_3 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_4,C3P242_4,3.6 Búsqueda de ayuda,C3P242_4,categorical_target,C3P242_4 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,wald,Nacional=>wald,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_5,C3P242_5,3.6 Búsqueda de ayuda,C3P242_5,categorical_target,C3P242_5 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,wald,Nacional=>wald,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_6,C3P242_6,3.6 Búsqueda de ayuda,C3P242_6,categorical_target,C3P242_6 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_7,C3P242_7,3.6 Búsqueda de ayuda,C3P242_7,categorical_target,C3P242_7 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_8,C3P242_8,3.6 Búsqueda de ayuda,C3P242_8,categorical_target,C3P242_8 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P242_9,C3P242_9,3.6 Búsqueda de ayuda,C3P242_9,categorical_target,C3P242_9 == 1,dom_institucion_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_1,C3P243_1,3.1 Características y percepciones,C3P243_1,categorical_target,C3P243_1 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,wald,Nacional=>wald,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_2,C3P243_2,3.1 Características y percepciones,C3P243_2,categorical_target,C3P243_2 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_3,C3P243_3,3.1 Características y percepciones,C3P243_3,categorical_target,C3P243_3 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_4,C3P243_4,3.1 Características y percepciones,C3P243_4,categorical_target,C3P243_4 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_5,C3P243_5,3.1 Características y percepciones,C3P243_5,categorical_target,C3P243_5 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_6,C3P243_6,3.1 Características y percepciones,C3P243_6,categorical_target,C3P243_6 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,wald,Nacional=>wald,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T1,C3P243_T1,3.1 Características y percepciones,C3P243_T1,categorical_target,C3P243_T1 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T2,C3P243_T2,3.1 Características y percepciones,C3P243_T2,categorical_target,C3P243_T2 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T3,C3P243_T3,3.1 Características y percepciones,C3P243_T3,categorical_target,C3P243_T3 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T4,C3P243_T4,3.1 Características y percepciones,C3P243_T4,categorical_target,C3P243_T4 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T5,C3P243_T5,3.1 Características y percepciones,C3P243_T5,categorical_target,C3P243_T5 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C3P243_T6,C3P243_T6,3.1 Características y percepciones,C3P243_T6,categorical_target,C3P243_T6 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P256,C4P256,3.6 Búsqueda de ayuda,C4P256,categorical_target,C4P256 == 3,dom_no_recibio_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_no_recibio_vs,1,Nacional,prevalence,3,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_1,C4P258_1,3.6 Búsqueda de ayuda,C4P258_1,categorical_target,C4P258_1 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_10,C4P258_10,3.6 Búsqueda de ayuda,C4P258_10,categorical_target,C4P258_10 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_11,C4P258_11,3.6 Búsqueda de ayuda,C4P258_11,categorical_target,C4P258_11 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_12,C4P258_12,3.6 Búsqueda de ayuda,C4P258_12,categorical_target,C4P258_12 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_2,C4P258_2,3.6 Búsqueda de ayuda,C4P258_2,categorical_target,C4P258_2 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_3,C4P258_3,3.6 Búsqueda de ayuda,C4P258_3,categorical_target,C4P258_3 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_4,C4P258_4,3.6 Búsqueda de ayuda,C4P258_4,categorical_target,C4P258_4 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_5,C4P258_5,3.6 Búsqueda de ayuda,C4P258_5,categorical_target,C4P258_5 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_6,C4P258_6,3.6 Búsqueda de ayuda,C4P258_6,categorical_target,C4P258_6 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_7,C4P258_7,3.6 Búsqueda de ayuda,C4P258_7,categorical_target,C4P258_7 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,wald,Nacional=>wald,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_8,C4P258_8,3.6 Búsqueda de ayuda,C4P258_8,categorical_target,C4P258_8 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
C4P258_9,C4P258_9,3.6 Búsqueda de ayuda,C4P258_9,categorical_target,C4P258_9 == 1,dom_institucion_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_institucion_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
CONS_ALGUNA,CONS_ALGUNA,3.1 Características y percepciones,CONS_ALGUNA,binary_materialized,CONS_ALGUNA == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>logit||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
CONS_ATENCION_SALUD,CONS_ATENCION_SALUD,3.5 Consecuencias,CONS_ATENCION_SALUD,binary_materialized,CONS_ATENCION_SALUD == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,,12_CRS04_consecuencias*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
